screen_name,description,label,,,,,,,,,
daizicat,"Deadhead needing like-minded souls to chat.
Likes cats,reading (sci-fi to detective mystery real history & science)
Now retired, worked in health care.",over60,,,,,,,,,
julony1,retired,over60,,,,,,,,,
icrimages,"Voted brexit, backing Boris. I'm not a racist and are proud of being a white man. A Christian and retired NHS professional. Temptations my favourite band., 🤓😎",over60,,,,,,,,,
Dickybeau,"retired support Scottish independence, republicanism, FOM and dog walking. oppose ethnic nationalism,racism,sectarianism",over60,,,,,,,,,
Terrygclem,"A Father, Husband, District and Ex County Councillor and retired part time HGV driver. Committed to mental health. Past Mayor of St Edmundsbury 2017-18 🤔",over60,,,,,,,,,
Andy01Capp,Guitar playing retired Met police officer. Bowie aficionado. Brexiteer. Conservative voter. Meat eater. Fossil fuel burner. Happily married.,over60,,,,,,,,,
thehodge19,"I have a small business 1 retired husband, 2 dogs and a cat. All I want is an easy life.",over60,,,,,,,,,
DaveOborne,Psychology Professor (retired). Ergonomist (retired). Amateur cook. European project manager. EU evaluator/rapporteur.,over60,,,,,,,,,
wappawappa,"Ex SAR, North Sea, Royal Navy, retired,",over60,,,,,,,,,
GlosterEd,Gardening  enthusiast. English. Now retired and living in Cinderford the forest of dean #deanwye #FollowBack,over60,,,,,,,,,
SariPestell,"Nana, retired probation officer, observer of life.",over60,,,,,,,,,
BarbaraBell17,semi- retired academic in sports development - personal views of sport active lifestyles social justice development,over60,,,,,,,,,
stugibb,Gentleman of retired means. Mega-geek & humour consumer. Prolific retweeter.,over60,,,,,,,,,
OliverWaugh1,"Semi retired ex soldier, financier and businessman. Active in community initiatives. Use twitter to try to understand different points of view.",over60,,,,,,,,,
JoiaGlass,"Wife & Husband team who worked together designing, producing and marketing glass art now retired",over60,,,,,,,,,
MaliciousA,"Intergalactic Explorer, Renowned Space Pirate (retired), Style Icon and Master Brewer.",over60,,,,,,,,,
philosophy_the,"FREE LISTENING ABSOLUTIST Twitter Novice,NDE, Critical&Creative retired Philosopher, Block swear/insult Like -Discussion & Civil Disagreement,Kindness,Democracy",over60,,,,,,,,,
JugglesGerald,Fully retired and busy spouting forth. All views are personal and intended to cause maximum offence,over60,,,,,,,,,
melmagtilly,Eavesway coach driver (recently retired) ex- Geography teacher with a fanaticism for Skodas. Keep going with th'ead down.Don't let the buggers grind you down.,over60,,,,,,,,,
nickhaynesFAC63,"Life long indie music fanatic..but retired from dancing at 25.
Wine lover..former trade.
Sports punter.
Young at heart..bodywork needs attention.",over60,,,,,,,,,
HHinKL,"Liechtensteiner for 20 years 😄then moved to London, lived there for 30+ years, Chelsea Fan😎🤔2008 retired and moved to Kuala Lumpur. Please no DM😀",over60,,,,,,,,,
JulianEllacott,"Redhill/Bristol resident, actuary, retired councillor, Conservative. Trustee of @loveworksorg. RTs don’t imply endorsement.",over60,,,,,,,,,
davidhchess,Ex CEO now finally completely retired!,over60,,,,,,,,,
FarrellTony,28 years in the Royal Navy then Facilities Management role for 12 years in South London. Now retired but  active in the community as a member of Purley Rotary,over60,,,,,,,,,
retiredGlosCI,"Personal views of a retired officer. A more enthusiastic than talented cyclist living in the Cotswolds. Policing, Learning and Development",over60,,,,,,,,,
lindadenlee,"Retired Legal Accountant after 33 years now enjoying Family history research, travelling and holidays, wish I had retired years ago",over60,,,,,,,,,
ShirleyMadin1,"Coal miner’s daughter, grammar school educated, successful senior manager, early retired, happily married. Until they kept May on 12/12 I was a Tory voter.",over60,,,,,,,,,
andyburton50,"semi retired ,enjoy all sports , Travel , love South Africa & Spain,Socalist, No deal Brexit ,detest Corbyn 1980s trotski views blocked by my Labour MP",over60,,,,,,,,,
MickCarroll6,"#FBPE #RevokeA50 #haveDemocracy Semi-retired voluntary sector manager, consultant and coach. Retweets not necessarily endorsements",over60,,,,,,,,,
garethemarc,"retired early hurt, boarded by imperial group za, cant sit for very long. In same boat 10 years later!",over60,,,,,,,,,
patriae1776,"Patriot, retired mlitary, Father, entrepreneur, Q anon trooper, Q WWG1WGA flag designer, Molon Labe/'Live Free or Die, death is not the worst of evils'❤🇺🇸❤KAG",over60,,,,,,,,,
moragannegreen,"I'm a retired nurse and a staunch Labour🌷supporter. I’m confused about why the country would shun our one chance in decades, to live a better life.",over60,,,,,,,,,
jillychapman,Democratic Socialist retired Nurse. Of course I still support Jeremy Corbyn: he's still the leader of the Labour Party; why wouldn't I?,over60,,,,,,,,,
miraforeman,born in communist country. 50 y in U.K. politics navy blue. maybe even dark navy.,over60,,,,,,,,,
ZACHARYBASTIANI,"born in Luton Living in  StEdmundsbury for 34 years works in the NHS supports Bury St Edmunds Cricket,Hockey,Rugby & Soccer clubs photography fishing & Sports",,,,,,,,,,
DonnyMclean,"born with blue blood running through my veins, shareholder, lottery supporter and season ticket holder - Copeland Rd rear WATP",,,,,,,,,,
oldhellyaccount,old account,,,,,,,,,,
HollyJo71543420,"born in Edinburgh, English mum, Irish dad, married a Welshman. UK it is. 🇬🇧. We should leave this world better than we found it. Love my dog.",,,,,,,,,,
margaretboadell,"born in St.Budeaux Plymouth  attended Honicknowle primary,Barne Barton Primary and Secondary school.",,,,,,,,,,
JonGoodenough,"born in Portsmouth and now living in Blandford Forum, Dorset",,,,,,,,,,
nomadicflea,"old school Leeds fan.grumpy old man . love Europe hate the EU.
l also try to publish good news,that for some reason,the BBC and other British media  miss",,,,,,,,,,
smollboy_abby,"old acc suspended at 31k 😒
PM IK ♥️ #FreeKashmir 🍁 13 reasons why #Netflix ♥️ LiverPOOL FC 🔥

Die heart fan of Imran Khan & Virat Kohli! 🏏❤",,,,,,,,,,
ohmenobbystiles,old git,,,,,,,,,,
malcywhitehouse,"born in birmingham,bought up in smethick.AVFC.voted leave and love the  history of our great british isles.
tap bits of wood for a living aka carpenter😉👍🏻",,,,,,,,,,
peterharris567,older animal lover who values truth honesty and loyalty! auld hippy who hates that the aristos/toffs berate poor for being poor! but toffs have never worked !,,,,,,,,,,
Swidger28,old and knackered but battling on.,,,,,,,,,,
SMalakpour,born in Tehran. bachelor degree in social planning.,,,,,,,,,,
leonminster,"born 1941, educated Taunton's School Southampton & Birmingham University. RT = understood: no more no less.",over60,,,,,,,,,
newmanandrew,born in 63,31-59,,,,,,,,,
lapstok1,born to be disappointed,,,,,,,,,,
dangusloughlin,"born cork, lived London, now Spain",,,,,,,,,,
josephdoherty8,born 71 Islington say no more,,,,,,,,,,
GargoyleSpanker,Just a man that doesn't believe in any god or political correctness.,,,,,,,,,,
GabiMoomin,soul of grumpy old woman in body of grumpy old woman - who knew?,over60,,,,,,,,,
Evelyn24287876,Irish woman with conservative leanings,,,,,,,,,,
PeterRenfrew,"Mr Peter - International man of mystery, wanted in several countries, known for my sparkling  wit and repartee",over60,,,,,,,,,
PaulausTirol,"Grumpy old man living in rural North Yorkshire and Austrian Tirol.  LUFC fan, antiques apprentice and serial European traveller.",,,,,,,,,,
AWorriedMan,"A man worried about where this country is heading and despairs about the future. Pro UK, anti EUSSR and globalism.",,,,,,,,,,
NabilNajjar1,Wiltshire man | Director @ToryProgress | Councillor | @Conservatives Deputy Chair for the South West |  Catholic,below30,,,,,,,,,
NotRichYoungFa1,"Family man caught up in #LoanCharge nightmare.. no rich fat cat, no luxurious lifestyle... no future?",31-59,,,,,,,,,
Streakyblue1951,A woman full of days and fortified by fish makes her path along life's mysterious way.,,,,,,,,,,
Albert_Steptoe,Rag and Bone man living in Shepherd's Bush with son Harold and Horse we called Hercules. Voted Leave in #EURef Proud Conservative-despise Socialism.,over60,,,,,,,,,
AshtonWpashton,"Just an ordinary man whom has all the faults of the next man. But with an undying love for 🇬🇧old fashion some may say, but we will all get old.😁",,,,,,,,,,
lowprofile007,"Yorkshire man & family guy, living in Berkshire, interested in windsurfing, rugby, finance and politics (probably in that order)!",,,,,,,,,,
MiniMobile,Apparently old profile was passe.. so gorgeous middle aged woman joining world of twitter!,over60,,,,,,,,,
AcroAman,One suave & debonair feline. I’m the most handsome man in the world. My stories are about life in the dark tower where my masters think they are in charge. MAGA,,,,,,,,,,
MartinTwigs68,Kentish man living in Yorkshire. Father to 4 wonderful young adults. believe we're destroying our planet our country and our culture.,over60,,,,,,,,,
CallandBernard,"Grumpy old man who has seen it all, but has promised himself not to die before he sees the end of Government by the Tory Party.",,,,,,,,,,
chinaJCub,"'A fool thinks himself to be wise, but a wise man knows himself to be a fool' Shakespeare - retweets are not endorsements - Brexit Done 🇬🇧",,,,,,,,,,
Ossieblue,"A grumpy old man in the making, opinionated, prone to regular rants when watching beloved Chelsea FC, or when behind the wheel of my car. Voted Brexit.",,,,,,,,,,
noel_satchell,the love of my woman janice hardman we are clean honest and engaged,,,,,,,,,,
JamesAlexKirby,"Family man blessed with 2healthy kids & a beautiful wife. Do a bit of #property development, made mistakes but learnt from them. Less @Stirlindev more me",31-59,,,,,,,,,
TDoyleCarasol,"Passionate Remainer, Compassionate Human. Prepared to man the barricades against those who would destroy our liberal democracies in the UK, EU and even the USA.",,,,,,,,,,
RachelG21879460,raising teenage man cubs to be good citizens of the world who should be able to travel freely #Pro EU. No to small mindedness and racists,,,,,,,,,,
RightAngleUK,"Rather grumpy, emotionally lefty old man annoying people in his retirement - 100% pro-Europe & getting greener every day, so unlikely to be popular with Tories!",,,,,,,,,,
Dr_Moo_,"A man who loves food, drink, good humour, a bit of smut, sports, LFC and music",,,,,,,,,,
Sendall,"Professional 'Mustard Cutter' and Dad occasionally masquerading as Barrister, Mediator, Photographer, Actor and Cook. The man who took the I out of arise",,,,,,,,,,
Ricochetrabbitt,"Grandson of Spanish Donegal immigrants and Derbyshire miners. Truth, equality and justice.  A good man in a bad time. Et in arcadia ego
#IStandWithCarole",,,,,,,,,,
POCX100,"Parsons Jack Russell, #EU citizen, man of leisure, if you voted #Brexit suck it up! #Aspergers #NAS, I speak Irish English & not Kipperish.",over60,,,,,,,,,
MornnigGlory,Self-Made man - confident reliable honest caring. I stand judged on nothing more than a glance.So careful how quick you click -You may miss a trick!,,,,,,,,,,
Mrflamingheck,"Grumpy middle aged man who is an accountant, likes trains, real ale, horse racing and the free market! Don’t ignore my vote! All views are my own, thankfully",,,,,,,,,,
Macira1,"Jesus said No man knoweth the Son, but the Father; neither knoweth any man the Father, save the Son, and he to whomsoever the Son will reveal him",,,,,,,,,,
MLeCraquepot,A man who envisions daily a Spitfire slicing through the air and the noble 'Few' young men whose legacy these appalling politicians squander,,,,,,,,,,
faridi_lovely,I am common man belong from islaam,31-59,,,,,,,,,
Sherman44,"I am a 64 year old man who has worked hard & stayed loyal to the UK flag. Fighting corruption in EU, police, lawyers & politicians.",over60,,,,,,,,,
jeffjames49,"An ordinary man trying to make sense of a crazy world, where common sense seems to have been mislaid.",,,,,,,,,,
NigeWhite,"Just a man born to be! Graphic design, illustration, music, people and computers are my thing! I also like to wind up over zealous people. Proud grandpa! ;)",31-59,,,,,,,,,
DuxburyPatricia,Ordinary woman who leads an ordinary life and enjoys it. No DMs.,31-59,,,,,,,,,
duckford10,Arsenal fan. A WWII aviation follower and all to do with the sky. have blogged for @arsenation #AST member. https://t.co/ZrW0cxflKS Religion is man made...,,,,,,,,,,
HD2onPBdotcom,Happily living in rural England.  One man Think Tank. Seldom thinks 'inside the box'! Like provoking arguments with the consensus view: Darwinism beats Marxism,,,,,,,,,,
Bill_Cameron,Events from UK. Married gay man 🏳️‍🌈🇨🇳🇬🇧. #Conservative #SNPout. #Brexit 👍. No DMs! No Lists. RTs ≠ nor imply agreement. GAB as https://t.co/4ACHy6U7UT,,,,,,,,,,
Marc_Lee1,"Just a man with a mission to save the world 😀 

just call me and I will be there, in spirit 😆",31-59,,,,,,,,,
philipson1979,"Army Chef, Dad, Arsenal, Vale46, StarWars, Yorkshire man & England Till I Die",,,,,,,,,,
reviewing_the,“You may remember my early days; I was sort of a bleeding heart liberal. Then I became a man and put away childish ways.” Ronald Reagan.,,,,,,,,,,
manwithamop,"Gadget man with OCD tendencies. Like sun, sciences and sci-fi. Hate cold-callers, jobsworths & FakeNews. Ex telecom engineer turned domestic serf. #ForBritain",,,,,,,,,,
AngelaPower7,Brexiteer and passionately British and proud of my culture. Strong woman who enjoys liberty and wants to keep it that way.🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧,31-59,,,,,,,,,
JanSwatridge,Yorkshire woman living the slow life on NB QISMA. Cruising the Irish Waterways since March 2016.,,,,,,,,,,
john41539411,I am the luckiest man married to a sexy  wife  💏⚘🌶🍾🛏☔📸📹🗝🔞☯️ 🤘👠💄👚👗👙👛👜📿🐃♠️♥️🏩🗄🛅🕎✡♀️♂️👿😈👄💋💍🆓️🇮🇱🇬🇧👫👬👭📿🕶🕵️‍♀️🕵️‍♂️🔥🌡📽🖥♋🕸,31-59,,,,,,,,,
