,screen_name,name,description,female
27738,CallMeMoNow,MonRoW,"Gravitar, Tate Mod Ernst Barlach: the assault of..every obstacle made credible “You are never terrified when you say what you mean"" (terrified,say it anyway)",
27921,BecsS1970,rebecca stokes,"Director of Research Strategy, Funding & Impact @AstonUniversity @AstonUniRKE. Interests in research, HE, education, politics, sport and gardening.",
27957,dmchappy54,DMC,"Springer Spaniel, football and cricket lover",
27983,WillWilliams61,Will Williams,"Passionate about his faith, his family, his football team (Liverpool FC) and his food!",
27990,Wandahamilton20,Wanda Hamilton,"CEO Canada-UK Foundation. proud Canadian, active Londoner, promoter of women in leadership & of social change through education & philanthropy.",
27994,NicholasMawer,Cllr Nicholas Mawer,Councillor for Bicester North & Caversfield on Cherwell DC & Bicester North on Bicester Town Council. Views are my own.,
28001,kernow85,Kernow85,"cornish and proud 
big argyle fan,
Big Kaiser Cheifs Fan and Rita Ora Fan",
28022,ClwydWelding,Clwyd Welding Services,"We provide a fast, reliable service supplying a full range of welding equipment and consumables.

📞 01244 531667
https://t.co/sld0Qw2i0s",
28074,KevinBaughan,Kevin Baughan,"Governor at Coventry University Group, Trustee at City & Guilds Group and Innovation Advisor. Member of the House of St Barnabas",
28082,matt_butchers,Matt Butchers,Industrial Mathematics and Uncertainty Quantification lead @KTNUK and mathematics in business @EPSRC,
28094,charlesblack,Charles Black,Founder of Sen https://t.co/Bae9giCJTp creating a space TV network. Space law and policy.,
28098,mediafhe,MediaFHE,"Home of national and international HE communications, media and information agency Media FHE Ltd and HE intelligence resource HEi-know",
28104,Transport_NCP,H2020 UK Transport NCP,UK Govt funded advice & support to any UK organisation participating in transport projects in EU Horizon 2020 Programme. NCP-Transport@innovateuk.ukri.org,
28143,GlobalisedMinds,Wendy Kendall,Retain and Strengthen Global Leaders Through Highly Disruptive Transitions | Executive Coach | Psychologist | Speaker | Running | Family | RT≠endorsement,
28222,TauntonTories,TD Conservatives,All the latest news and views from the #Taunton Deane Conservatives. Supporting our MP @pow_rebecca,
28256,ShelfordMark,Mark Shelford PCC Candidate for Avon and Somerset,Conservative Candidate for Avon and Somerset Police and Crime Commissioner,
28286,SomersetRLM,Somerset Rural Life,Explore Somerset’s rich rural and social history #SRLM #SWHTdiscovery,
28317,DOdweyo,Daniel Odweyo,Enthusiast   l Always do the right thing.,
28353,markbalchin,Mark Balchin,"Devonian, love the south west, Conservative Party supporter and campaigner",
28379,mikefleming48,Mike Fleming,Taunton business @cloudfortyseven.,
28383,CllrAndreaDavis,Andrea Davis,,
28403,adrian_cridland,Adrian Cridland,"never be afraid to fail, live life to the full.",
28409,ElliotCJ,Elliot Chapman-Jones,Public Affairs Manager for @Wildlifetrusts (but views my own),
28424,BarnesOldchris,chris barnes,Independent  Brexiteer,
28430,stuart_bestwick,Stuart Bestwick,"Parish Councillor, Chair of @BFTSport & Cornwater Evergreen Charities.Deputy Chairman Gedling Conservatives, Parliamentary Candidate for Nottingham North GE2019",
28444,AlexWilkins02,Alex Wilkins,18 years old - Politics enthusiast - Conservative - Brexiteer,
28477,petergedwards1,Peter Edwards,,
28484,canadiancarol1,Carol Donaldson,,
28572,DavidfromScotla,David Illingworth,Conservative Councillor for Almond & Earn Ward - Perth and Kinross.,
28651,sue_bailey,Sue Bailey,"Also known as Country Granny. My grandchildren think I'm cool as I own an iPhone, iPad, Kindle & love social media.",
28710,Baggies21,Baggies21,#happy #fun #positive #music #sport #football #baggies #wba #albion #travel #sun #tech #family #friends,
28738,Pamfino,Pam Power,Think for yourself - and don't let the bastards grind you down!,
28740,ann_apm,Ann - WTO Brexit,,
28749,HarlowTory,Andrew Johnson,"Councillor and Leader of Harlow Conservatives. Christian, Husband, Father and NHS worker.",
28914,cavatina7,chris porter 🐕🐕🐕,Loves all creatures great and small.retired NHS worker. (you cannot chuck endless money into a huge hole without first plugging the gaps.),
28987,rjocmoss,Robert 🇪🇺🏳️‍🌈❤️💚,"Queer, geographer, environmentalist, Northumbrian. Insufferable leftie herbivore. #IAmEuropean",
29096,aGloriousRevolt,Glorious Revolution #StandUp4Brexit 🇬🇧,Classical Liberal / Brexiteer / Believer in Britain #CleanManagedBrexit Retweets = things I find interesting FBPE get blocked,
29131,Cyb3rsph3r3,Be Safe Online,"CEH, Prince2 Pracitioner, VCP, CCNA, GDPR Practitioner",
29140,raynottage,Raymond Nottage,,
29167,liddersmum,heather lidington,I love vintage Jewellery & have a passion for 1960s/1970s Royal Copenhagen Jewellery. I love Charity shops & car boots but only buy what can be smuggled in!!,
29188,Sarah1Gray,Sarah Gray,,
29196,CHSMontgomery,Charlie Montgomery,"Married to lovely Paul; mum to three fabulous girls; more likely to read 26 books than run 26 miles; loves teaching, mountains, music, life",
29219,PhDMayors,Max,"Lecturer in British Politics @DMUpolitics. Political leadership (UK, US & Europe), comparative studies and mayors. Views own. RT not endorsement.",
29221,ifagiolini,Robert Hollingworth,"Monteverdi & Monty Python. Founder/Director I Fagiolini & Polyphonic Films. Reader in Music, UnivOfYork with MA in solo-voice ensemble singing.",
29229,RichardWGordon,Richard Gordon,Senior producer for BBC World News. @BBCNews @BBCWorld Tweets in personal capacity. Lives in Aylesbury. Born in Hull.,
29251,HugoGye,Hugo Gye,"Deputy political editor, @theipaper. Sign up to my daily politics newsletter: https://t.co/uAFT3MazF4. Þæs ofereode, þisses swa mæg.",
29292,NigelHeal,Graham Nigel 🕷️,Eclectic range of interests. Views/tweets entirely my own & unrelated to profession!!! Dysgu Cymraeg 🏴󠁧󠁢󠁷󠁬󠁳󠁿,
29406,SpeakingTheTr14,Liam Davies 🇺🇸🇬🇧,Uni 👨‍🎓 Dual Citizen 🇺🇸🇬🇧 BoJo & Trump 🗳,
29431,stumch85,Stuart Harrison,Member of the Conservative party. proud to be Tory. Believe in action for Mental health. Blocked by @AngelaRayner and @owenjones84,
29461,FatBoyJim222,Fat Boy Slims,"Big man from Brum, currently living in Church Stretton Shropshire, interested in cooking, cuisine, local food and online media",
29562,KimEMasters,Kim Masters,"Love all things horsey, my dog, football, (watching not playing) the great outdoors",
29638,hexodecimal,imetkylie,mind your business ifb,
29645,waks1964,DI Dave,,
29714,SllabH,sllab head,"BREXIT must happen. Hate the eu, PC, left wing, love animals and the UK when we have snatched it back from the eu dictatorship, #Brexit member. I always follow",
29789,steven234116,Steven,,
29813,mick_b_1964,Mick Bonnar,Grunt/Cats body ¡ Friend of Cat kind,
29840,johnpponeill,John O'Neill 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,"@BREXITNOW , NUFC Police Veteran,  (Disgusted with Modern day Police ) .Conservative, Leave. Hate Lefty’s, MBGA 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇵🇱",
29899,DeeJarv34798927,Dee Jarvis,Can't abide hypocrisy,
29905,peterbarnes13,peter barnes,😀,
29931,David77116889,David,Just trying to live the dream,
30090,Muir58286391,Norma J. Muir,,
30151,HaveFunBiz,Bethany Johnson,"Love Grams of GOLD, all sports, especially Tennis and eating delicious healthy raw chocolate and having fun whilst working.",
30170,AngieCook171,Angie supported by HOC n Boris upholding democracy,"🇬🇧news, 🇬🇧freedom of speech 🇬🇧brexit 11pm 31st January 2020🇬🇧Independence Day ! 🇬🇧Boris has the balls to do it wto!",
30269,MsLShaw,Lorna Shaw,"Mum, Interested in Politics, Beaconsfield Town Cllr, BCCA, All views my own",
30715,style_wizard,style wizard,I love style,
30758,TaraDH1,Tara Douglas-Home,"Resident of Shepherds Bush
Management Consultant specialising in Supply Chain and member of the Conservative Party. Tweeted views are my own and not IBMs.",
31063,kilkeal,barry laughton,"Married old sarcastic over imbibing man  . Antis EU, PC, Pros courtesy, monarchy and common sense. A retweet does not mean a recommendation. Sometimes maybe.",
31129,kevsygpioneer,Kevin F Smith,"Life is for living, loving my family and The Famous #watp #fgau",
31226,westham_pete,An old geezer,West Ham United supporter ⚒. Old school working class ex Labour voter. Proud Londoner #BritishIndependence,
31248,MarkInNorthWest,MarkInNorthWest,#Brexit is the future of UK & I believe in Independent  countries and love Europe but despise the #EU. Peoples freedoms and animal welfare are important,
31257,J_muzzy2010,🇬🇧Joe🇬🇧🇺🇸🇮🇱,"Ex Forces. Brexiteer.
Life long Wednesday fan #UTO #FTB #SWFC Massive Boxing Fan",
31393,Irenehol_tutu8,Irene,"Conservative Supporter and member.  Boris Johnson supporter.💙🇬🇧
Always a Brexiteer. NO DMs! All FBPE and lefties will be blocked, sick of wasted time arguing",
31440,DavidHopkin1620,David Hopkin,,
31441,Tory_Owen,Owen 👍🏻,Conservative Member 🇬🇧 - Age: 20 🏃 Business Owner (Web Design) 🏆 - Cottingham Conservatives Membership + Events + Marketing Manager 😎,
31517,wurzgum,Village Idiot QC,I'm safe - I'm bio-degradable🙋‍♂️And I want Brexit ... NOW!  That makes me one of Gavin Esler's Village Idiots.,
31600,TSocialist19,TheAntiSocialist19,retweets not endorsements. No DMs please. Tory/Gay/Brexiteer,
31624,BillyKane0,Billy Kane,"Brexiteer, animal lover and a soft spot for anything with a V8 in it",
31641,pearsoncycles,Pearson 1860,"Road, gravel, urban bike specialist | online/in store | sustainable clothing | bike fitting & servicing | mental health cheerleaders | pedal pioneers since 1860",
31766,Keefybeefy8282,Keith Norman,"Big Arsenal fan,lover of Metal and Trance music and father to two gorgeous boys. Fave acts include The Prodigy,Five Finger Death Punch,Disturbed,Architects",
31773,Aroma27997316,#enchantment,"love Rupauls Dragrace, mental health is important to me . leaving the Eu will put a stop to new world Order plan.  I'm part of the Gay community.",
31843,Jan75338453,Jan,,
31883,numbersnalover,Ascent of Moneyball,,
31916,OliverCooper,Oliver Cooper,"Leader of @CamdenTories | Conservative councillor for Hampstead | Free markets and free people | Economist by day (tax, trade) | Law | 🇱🇧x🇮🇪=🇬🇧",
31972,cattywit,Catherine Burrell 🦋,The world is changed by your actions not your opinions. 🌻 ENFP RAVENCLAW 💙,
31996,AnneWareham,Anne Wareham,"Garden maker - https://t.co/Z9clsqJ2km. 
Garden writer. 
Editor of https://t.co/0fAzMvJ14H",
32151,DigitallyFarhan,digitallyFarhan,,
32291,JoshBensonuk,🇬🇧 Josh QC,Business Owner - Thatcherite - Ex Forces,
32369,Michael27271,Michael2727,"Calm, honest, down to earth, romantic, God fearing type, have wicked sense of humor, romantic and a good kisser lol. Single man would love to meet someone  nice",
32462,nomadicflea,nomadicflea🏴‍☠️ 🇬🇧 🇬🇧 🤍🤍 💙💛💙🤍🤍,"old school Leeds fan.grumpy old man . love Europe hate the EU.
l also try to publish good news,that for some reason,the BBC and other British media  miss",
32551,DavidWilliBrown,David Brown,Respectful and equality seeking father cutting through the nonsense and banality.,
32895,SirTrevSkint,Sir Trev Skint MP,Political | Right of centre Libertarian | Writer | Commentator | Defender of truth | Intl. Property Consultant,
32907,FlowerP79667758,Flower Pot,"I am compassionate, loyal, strong, funny and believe in justice, honesty and a desire to stand up for what is right.  Tweets are my own.",
33102,hillb0y,Mr H.,Life is short. Smile while you still have teeth. Your secrets are safe with me because I wasn’t listening. Fuelled by caffeine and sarcasm..,
33194,LindaPatten16,Linda Patten,,
33263,gravydinner1,GravyDinner,"🕯Pro Brexit. 🇬🇧🇬🇧👍 Traditional. Conservative. Happy. 🙂 Leftism is destructive, liberalism is different to leftism. I like 🐶🍰🇺🇸&✌️",
33267,BLThrussell,Ben Thrussell🇬🇧,Once a Tory. Forever a Gooner. #COYG #LongLiveTheLocal https://t.co/darZMU1w5R,
33269,James4Almondbu1,James4Almondbury,conservative candidate for Almondbury in 2019,
33308,olivermundell,Oliver Mundell MSP,Proud to represent Dumfriesshire in the Scottish Parliament. Fighting for our rural communities and our United Kingdom.,
33311,Adywakey,Adrian,F1 and winter sports fan / Chitty Chitty Bang Bang Fan / Gin lover / Insta Adrian.w80,
33312,GarethEastonPix,garetheastonphoto,Gareth Easton Photographer - Editorial Commercial - Public Relations,
33333,LJourvet,lucas jourvet,,
33371,JohnathanSRoss1,JohnathanSRoss,Moderate Unionist born and living in Dublin.,
33391,RabtheBrew,Rab the Brew,https://t.co/2SawFgbwAt                                        Family friends solidarity,
33394,JohnEdwardseat1,John #Compass #MBGA,"I'm a team member of The Compass Party, got into politics in my 40's. I am a staunch supporter of Brexit as is the compass party, my views are centre right.",
33397,SianMarlow,Sian Marlow,"🏴󠁧󠁢󠁷󠁬󠁳󠁿❤️🇬🇧 Pro-Brexit, love dogs - well, all animals really, but especially dogs! Mother of rescue lurcher and GSD. #Brexit #BackBoris #MAGA #KAG #IFB",
33430,louisegaunt,Louise Gaunt,"Busy lady combines work with her passion for Sports especially   Racing and Rugby.  Loves good company, excellent food.  Hates Moaners",
33516,Peripuss,Alan R Harvey,"Hobbies: writing, music and chocolate. Views expressed are my own and not representative of any organisation or group I belong to.",
33523,iggledegoop,Anastomosis,➡️,
33530,misterjaydee,Mister JD.,38 | 6ft3in | British | accountancy sales manager | movie and music fanatic | laid-back Uncle | tea-drinker | spectacles wearer | all dark thoughts are my own,
33553,tegidguto,Guto Tegid,"18, Ynys Môn. PPL at King’s.",
33625,DavidBell240572,David Bell,,
33628,adam_bakewell14,Adam Bakewell,Rugby and politics.......,
33681,ThomasVitins,Thomas Vitins,"Artist Manager | Passionate about Music, History, Politics, Sports, Art, Paintings https://t.co/XRYviGHta9 | @Lydia_Canaan | from 🇨🇭&🇨🇦",
33701,janalibro,jan brown,,
33715,netmnp,Bernie,Politics | Economics | Sport | Travel,
33722,denharrington1,Denise Harrington,"Millwall f.c. supporter, I enjoy, air shows , history , festivals , and ROCK MUSIC !!!!!!",
33734,SP_Duckworth,Steven Duckworth,Strategy & Policy. Community: Healthcare Commissioner .Charities leader. Parish Councillor. School Governor. Personal Views Only,
33742,Selhurstboys,Simon Hudson,Disenfranchised expat looking in from the outside. #CPFC season ticket holder. Saaaffff London and Proud. Might say things that annoy you. RTs not endorsements.,
33772,lcby,Carlyle Gordon,,
33844,PDiMauro,Peter DiMauro,Civil Engineering student at Teesside University. Junior Engineer at Anwen Construction Ltd.,
33888,RobeMiles,Robert Miles,,
